entity,code,year,gini-coefficient,world-region,gdp-per-capita,homicide-rate-100000,hdi,political-corruption-index,rule-of-law-index,urbanization
Peru,PER,2014,0.4313880801200866,South America,11389.862,6.8933854,0.763,0.54,0.731,79.994545
Peru,PER,2015,0.4335605502128601,South America,11713.57,7.377469,0.768,0.524,0.743,80.69828
Peru,PER,2016,0.4363897144794464,South America,12132.035,7.888813,0.775,0.527,0.741,81.419235
Peru,PER,2017,0.4329266548156738,South America,12390.033,7.939438,0.775,0.522,0.748,82.19317
Peru,PER,2018,0.4236555993556976,South America,12677.875,7.687103,0.78,0.51,0.759,82.68549
Peru,PER,2019,0.4152811765670776,South America,12680.354,7.349927,0.784,0.526,0.753,83.1033
Peru,PER,2020,0.4373981058597564,South America,11136.991,5.795013,0.769,0.534,0.759,83.52674
Peru,PER,2021,0.4012180268764496,South America,12550.461,8.604808,0.764,0.525,0.75,83.94801
Philippines,PHL,1991,0.4382354915142059,Asia,3432.5828,13.523914,0.594,0.716,0.552,36.257233
Philippines,PHL,1994,0.4288838803768158,Asia,3529.0073,9.339417,0.606,0.707,0.559,37.09254
Philippines,PHL,2000,0.4279947280883789,Asia,4033.5608,7.202476,0.632,0.763,0.501,39.138416
Philippines,PHL,2009,0.4176033735275268,Asia,5338.306,9.628725,0.662,0.804,0.458,44.33568
Philippines,PHL,2012,0.4222432971000671,Asia,6155.8296,8.469135,0.681,0.716,0.598,47.918278
Philippines,PHL,2018,0.3781170547008514,Asia,8234.928,5.1623673,0.7,0.751,0.438,53.20889
Poland,POL,1992,0.2929856181144714,Europe,7873.925,2.2414815,0.724,0.084,0.941,61.435715
Poland,POL,1995,0.345999002456665,Europe,9408.274,2.2233999,0.754,0.084,0.95,61.59737
Poland,POL,1999,0.322562038898468,Europe,12058.42,1.9353467,0.793,0.084,0.953,61.729187
Poland,POL,2008,0.3348563313484192,Europe,19011.547,0.8579873,0.841,0.085,0.957,61.125877
Poland,POL,2009,0.3335572183132171,Europe,19718.465,1.0183634,0.846,0.085,0.957,60.980076
Poland,POL,2010,0.3321481049060821,Europe,20608.693,1.007997,0.852,0.086,0.956,60.847477
Poland,POL,2011,0.3318064510822296,Europe,21837.0,1.1044621,0.858,0.085,0.958,60.73571
Poland,POL,2012,0.3302015960216522,Europe,22169.826,1.0693407,0.863,0.087,0.957,60.634163
Poland,POL,2013,0.3313732147216797,Europe,22378.305,0.7971926,0.873,0.087,0.95,60.533318
Poland,POL,2014,0.3282444477081299,Europe,23247.818,0.75003046,0.873,0.094,0.942,60.434006
Poland,POL,2015,0.317509114742279,Europe,24285.14,0.7787528,0.879,0.074,0.92,60.33629
Poland,POL,2016,0.3118916749954223,Europe,25020.621,0.6795029,0.884,0.093,0.863,60.240227
Poland,POL,2017,0.296852707862854,Europe,26310.113,0.75022954,0.882,0.096,0.823,60.14589
Poland,POL,2018,0.3021489977836609,Europe,27880.836,0.71389216,0.884,0.107,0.788,60.05333
Poland,POL,2019,0.2876017689704895,Europe,29142.023,0.66185516,0.887,0.107,0.778,59.96262
Poland,POL,2020,0.2846260070800781,Europe,28577.14,0.6968639,0.88,0.125,0.767,59.873814
Poland,POL,2021,0.2847950458526611,Europe,30687.662,0.71765995,0.884,0.139,0.736,59.80965
Poland,POL,2022,0.2885818481445312,Europe,32468.402,0.70338625,0.902,0.139,0.748,59.83155
Portugal,PRT,2005,0.3848007321357727,Europe,24377.95,1.2853478,0.81,0.088,0.957,58.245075
Portugal,PRT,2010,0.358446717262268,Europe,25463.164,1.1721711,0.836,0.091,0.952,61.078888
Portugal,PRT,2011,0.3634467720985412,Europe,25133.0,1.0798469,0.843,0.091,0.951,61.14107
Portugal,PRT,2012,0.3603479266166687,Europe,24211.438,1.1604514,0.844,0.087,0.958,61.14098
Portugal,PRT,2013,0.3618710339069366,Europe,24119.96,1.3768971,0.849,0.091,0.95,61.14053
Portugal,PRT,2014,0.355621725320816,Europe,24442.387,0.88408846,0.854,0.091,0.95,61.139454
Portugal,PRT,2015,0.3552330136299133,Europe,24983.701,0.9642953,0.857,0.093,0.962,61.13747
Portugal,PRT,2016,0.3519051969051361,Europe,25568.695,0.63790476,0.859,0.104,0.955,61.1343
Portugal,PRT,2017,0.3380384147167206,Europe,26529.986,0.7356611,0.864,0.094,0.966,61.129673
Portugal,PRT,2018,0.3349256217479706,Europe,27329.69,0.7844768,0.866,0.1,0.963,61.123306
Portugal,PRT,2019,0.3276274800300598,Europe,28056.057,0.7057768,0.872,0.105,0.966,61.114925
Portugal,PRT,2020,0.34668630361557,Europe,25700.283,0.7810602,0.87,0.121,0.923,61.104256
Portugal,PRT,2021,0.3459201753139496,Europe,27138.479,0.78914785,0.876,0.131,0.923,61.095123
Portugal,PRT,2022,0.3625220358371734,Europe,28992.059,0.71997195,0.883,0.139,0.931,61.125927
Qatar,QAT,2017,0.351283848285675,Asia,153819.11,0.44334275,0.87,0.395,0.526,99.03101
Romania,ROU,1992,0.2546172738075256,Europe,4818.304,3.661774,0.694,0.709,0.418,54.313057
Romania,ROU,1994,0.2820058166980743,Europe,5427.071,3.4100533,0.695,0.709,0.416,54.09057
Romania,ROU,1995,0.3115802705287933,Europe,6014.69,3.3454378,0.701,0.709,0.416,53.898544
Romania,ROU,1997,0.3050442636013031,Europe,6446.418,3.0921607,0.709,0.709,0.445,53.44543
Romania,ROU,2006,0.396408200263977,Europe,12823.231,1.6971123,0.781,0.685,0.547,53.256638
Romania,ROU,2007,0.375477135181427,Europe,14418.83,1.8159416,0.792,0.663,0.59,53.447277
Romania,ROU,2008,0.3642873466014862,Europe,16347.344,1.4576174,0.815,0.646,0.594,53.629787
Romania,ROU,2009,0.3556433618068695,Europe,15866.127,1.2538316,0.826,0.63,0.616,53.787514
Romania,ROU,2010,0.3547110557556152,Europe,16377.328,1.3018428,0.822,0.589,0.644,53.903824
Romania,ROU,2011,0.3586669266223907,Europe,17174.0,1.0107479,0.823,0.589,0.644,53.960888
Romania,ROU,2012,0.3654547035694122,Europe,17580.932,1.051668,0.817,0.588,0.635,53.95631
Romania,ROU,2013,0.3691512048244476,Europe,17691.443,1.0865816,0.821,0.467,0.741,53.910175
Romania,ROU,2014,0.3600910604000091,Europe,18487.26,1.62759,0.82,0.439,0.775,53.826717
Romania,ROU,2015,0.3591363131999969,Europe,19162.186,1.706002,0.823,0.439,0.8,53.707184
Romania,ROU,2016,0.3440666794776916,Europe,19825.604,1.5472479,0.823,0.352,0.875,53.55282
Romania,ROU,2017,0.360126256942749,Europe,23003.695,1.295113,0.828,0.461,0.661,53.364864
Romania,ROU,2018,0.3575841188430786,Europe,24000.455,1.2756487,0.833,0.499,0.529,53.14457
Romania,ROU,2019,0.3480053842067718,Europe,23267.516,1.2511832,0.838,0.384,0.626,52.893185
Romania,ROU,2020,0.345702052116394,Europe,24799.71,1.4490161,0.832,0.347,0.761,52.611946
Romania,ROU,2021,0.3385264873504638,Europe,26102.588,1.2676536,0.829,0.295,0.799,52.23215
Romania,ROU,2022,0.3230303525924682,Europe,26197.904,1.2886885,0.84,0.32,0.781,52.163483
Russia,RUS,1993,0.4538547694683075,Europe,9789.066,30.418112,0.725,0.719,0.272,73.0591
Russia,RUS,1996,0.4609862864017486,Europe,8479.381,26.39235,0.723,0.774,0.275,73.06231
Russia,RUS,1997,0.3840920031070709,Europe,8813.35,23.668655,0.734,0.774,0.27,73.11566
Russia,RUS,1998,0.3813700377941131,Europe,8557.495,22.726913,0.738,0.774,0.26,73.19121
Russia,RUS,1999,0.3744338750839233,Europe,9340.029,25.960669,0.74,0.774,0.259,72.96533
Russia,RUS,2000,0.3709274232387543,Europe,10552.885,28.00615,0.75,0.787,0.221,73.15682
Russia,RUS,2001,0.3692498505115509,Europe,11391.194,29.374348,0.758,0.778,0.209,73.22998
Russia,RUS,2002,0.3728376924991607,Europe,12259.477,30.322153,0.764,0.782,0.206,73.2929
Russia,RUS,2003,0.3997154831886291,Europe,13521.239,28.645853,0.772,0.782,0.185,73.40574
Russia,RUS,2004,0.4031583070755005,Europe,14880.979,27.039518,0.777,0.727,0.237,73.30658
Russia,RUS,2005,0.4126559793949127,Europe,16243.101,24.644897,0.78,0.727,0.242,73.16139
Russia,RUS,2006,0.4095093905925751,Europe,18008.336,20.016245,0.791,0.727,0.246,73.24392
Russia,RUS,2007,0.4227247238159179,Europe,20018.123,17.640097,0.802,0.727,0.245,73.385605
Russia,RUS,2008,0.4156858325004577,Europe,21563.463,12.647081,0.807,0.731,0.242,73.48225
Russia,RUS,2009,0.3984560072422027,Europe,20335.559,12.274349,0.805,0.737,0.243,73.52887
Russia,RUS,2010,0.3954897820949554,Europe,21737.385,11.595555,0.808,0.728,0.23,73.66963
Russia,RUS,2011,0.3974931538105011,Europe,23130.0,11.229227,0.822,0.736,0.23,73.853485
Russia,RUS,2012,0.4071482717990875,Europe,24020.31,11.259882,0.825,0.737,0.211,73.97266
Russia,RUS,2013,0.4088442325592041,Europe,24389.973,11.087514,0.83,0.721,0.204,74.076294
Russia,RUS,2014,0.3988122045993805,Europe,24135.035,11.39619,0.831,0.712,0.198,74.17765
Russia,RUS,2015,0.3771053850650787,Europe,23607.953,11.455697,0.833,0.712,0.206,74.27592
Russia,RUS,2016,0.3684850037097931,Europe,23610.37,10.88225,0.835,0.716,0.2,74.370316
Russia,RUS,2017,0.3723907172679901,Europe,24013.967,9.093161,0.838,0.722,0.192,74.46004
Russia,RUS,2018,0.3747300505638122,Europe,24690.082,8.170448,0.845,0.722,0.193,74.5443
Russia,RUS,2019,0.3773686289787292,Europe,25244.12,7.644691,0.847,0.722,0.196,74.622284
Russia,RUS,2020,0.3606824278831482,Europe,24625.385,7.308127,0.818,0.719,0.187,74.69322
Rwanda,RWA,2010,0.4722191393375397,Africa,1416.3923,2.820436,0.504,0.551,0.497,16.925558
Rwanda,RWA,2013,0.4511156678199768,Africa,1552.4253,3.236176,0.499,0.418,0.525,17.07422
Rwanda,RWA,2016,0.4370951056480407,Africa,1774.9015,3.288816,0.534,0.428,0.497,19.121395
Sao Tome and Principe,STP,2010,0.3082126975059509,Africa,3093.3452,3.3002937,0.564,0.314,0.727,66.05722
Serbia,SRB,2012,0.3988659977912903,Europe,12438.256,1.5017837,0.788,0.653,0.58,59.346844
Serbia,SRB,2013,0.3944474756717682,Europe,12860.451,1.9103432,0.792,0.652,0.528,59.611107
Serbia,SRB,2014,0.4043598473072052,Europe,12717.727,1.6327202,0.795,0.654,0.528,59.877937
Serbia,SRB,2015,0.404602438211441,Europe,13013.854,1.3932908,0.802,0.654,0.528,60.13881
Serbia,SRB,2016,0.387736439704895,Europe,13518.949,1.6278228,0.806,0.709,0.496,60.385387
Serbia,SRB,2017,0.3610448837280273,Europe,13876.65,1.2158043,0.808,0.694,0.474,60.62121
Serbia,SRB,2018,0.3500294685363769,Europe,14579.859,1.4957224,0.814,0.67,0.512,60.84336
Serbia,SRB,2019,0.344751238822937,Europe,15293.246,1.2632512,0.817,0.636,0.527,61.049225
Serbia,SRB,2020,0.3495087027549743,Europe,15256.421,1.2160146,0.809,0.671,0.476,61.2232
Serbia,SRB,2021,0.3312888145446777,Europe,16563.828,1.1264837,0.807,0.722,0.483,61.3639
Serbia,SRB,2022,0.3280288875102997,Europe,17097.686,1.0896432,0.826,0.694,0.488,61.901382
Seychelles,SYC,2013,0.4682198166847229,Africa,23036.0,17.63107,0.797,0.256,0.803,42.81507
Seychelles,SYC,2018,0.3212532103061676,Africa,31524.877,7.8233657,0.847,0.155,0.894,43.738667
Sierra Leone,SLE,2011,0.3403017818927765,Africa,1479.0,2.9277072,0.416,0.824,0.371,39.047215
Slovakia,SVK,1996,0.2627550363540649,Europe,12622.909,2.4615712,0.74,0.38,0.703,56.534637
Slovakia,SVK,2004,0.2707678079605102,Europe,16570.861,2.0089142,0.806,0.318,0.849,55.584385
Slovakia,SVK,2005,0.2929649353027344,Europe,17649.52,1.7296871,0.815,0.318,0.849,55.418983
Slovakia,SVK,2006,0.25797039270401,Europe,19099.428,1.5250577,0.824,0.324,0.847,55.24643
Slovakia,SVK,2007,0.2466471493244171,Europe,21109.94,1.5250143,0.834,0.311,0.84,55.070736
Slovakia,SVK,2008,0.2602499127388,Europe,22231.988,1.5987743,0.842,0.311,0.84,54.89593
Slovakia,SVK,2009,0.272309809923172,Europe,20953.037,1.4484484,0.845,0.311,0.84,54.726036
Slovakia,SVK,2010,0.2731572091579437,Europe,21941.213,1.650639,0.851,0.295,0.862,54.565075
Slovakia,SVK,2011,0.2653827965259552,Europe,22483.0,1.7784007,0.856,0.295,0.868,54.41674
Slovakia,SVK,2012,0.2611581087112427,Europe,22745.203,1.3876371,0.856,0.309,0.844,54.27645
Slovakia,SVK,2013,0.2808615267276764,Europe,22860.525,1.4416622,0.858,0.297,0.824,54.1384
Slovakia,SVK,2014,0.2610344290733337,Europe,23453.041,1.3295833,0.859,0.297,0.822,54.002914
Slovakia,SVK,2015,0.2649123668670654,Europe,24647.719,0.88556343,0.861,0.289,0.814,53.870064
Slovakia,SVK,2016,0.2515496909618377,Europe,25087.715,1.1055304,0.864,0.286,0.815,53.739933
Slovakia,SVK,2017,0.2323736548423767,Europe,25788.756,1.4717515,0.865,0.285,0.818,53.612602
Slovakia,SVK,2018,0.2497001886367797,Europe,26790.652,1.2308863,0.868,0.285,0.812,53.48815
Slovakia,SVK,2019,0.2323232442140579,Europe,27429.225,1.3943354,0.871,0.287,0.828,53.366657
Slovakia,SVK,2020,0.2421942502260208,Europe,26468.295,1.1548988,0.867,0.211,0.89,53.2482
Slovakia,SVK,2021,0.2411022037267685,Europe,27365.623,1.0105169,0.859,0.208,0.891,53.190147
Slovakia,SVK,2022,0.2407892644405365,Europe,27519.287,0.76737607,0.873,0.208,0.892,53.190285
Slovenia,SVN,1993,0.2911778092384338,Europe,15872.12,1.3060007,0.746,0.132,0.915,50.3572
Slovenia,SVN,1997,0.2412150055170059,Europe,19258.945,1.8141527,0.789,0.127,0.928,50.375584
Slovenia,SVN,1999,0.2404288649559021,Europe,20793.918,1.2618654,0.82,0.127,0.928,50.60242
Slovenia,SVN,2004,0.2479073256254196,Europe,24150.584,1.3543712,0.87,0.146,0.895,50.71244
Slovenia,SVN,2005,0.2463474124670028,Europe,24966.94,1.0015457,0.876,0.146,0.897,50.64878
Slovenia,SVN,2006,0.243639275431633,Europe,26182.78,0.5990673,0.883,0.146,0.897,50.567257
Slovenia,SVN,2007,0.2435475289821624,Europe,27832.764,1.1915652,0.888,0.152,0.894,50.470715
Slovenia,SVN,2008,0.2371801882982254,Europe,28473.596,0.4938063,0.894,0.132,0.898,50.362003
Slovenia,SVN,2009,0.2478773593902588,Europe,25905.512,0.63862985,0.894,0.13,0.911,50.243977
Slovenia,SVN,2010,0.2493325918912887,Europe,26000.92,0.73363554,0.896,0.14,0.914,50.119488
Slovenia,SVN,2011,0.2486803382635116,Europe,26004.0,0.7809434,0.897,0.145,0.914,49.94638
Slovenia,SVN,2012,0.2558550238609314,Europe,25269.232,0.6818223,0.897,0.153,0.9,49.761948
Slovenia,SVN,2013,0.2624110579490661,Europe,24975.363,0.5835323,0.907,0.132,0.923,50.046658
Slovenia,SVN,2014,0.256575345993042,Europe,25638.66,0.77730256,0.907,0.097,0.938,50.98347
Slovenia,SVN,2015,0.2540846467018127,Europe,26186.248,0.97089875,0.909,0.098,0.939,53.661217
Slovenia,SVN,2016,0.2475793659687042,Europe,27004.717,0.48511356,0.914,0.074,0.944,53.647274
Slovenia,SVN,2017,0.2421930730342865,Europe,28288.89,0.9212523,0.918,0.076,0.941,55.245113
Slovenia,SVN,2018,0.2463336437940597,Europe,29461.344,0.43489176,0.922,0.09,0.946,55.19134
Slovenia,SVN,2019,0.2438423186540603,Europe,30229.299,0.6719658,0.923,0.094,0.946,55.452328
Slovenia,SVN,2020,0.2403152883052826,Europe,28733.303,0.5232067,0.918,0.136,0.89,55.38439
Slovenia,SVN,2021,0.2428227961063385,Europe,31019.943,0.42583513,0.924,0.184,0.837,55.30463
Slovenia,SVN,2022,0.2430506497621536,Europe,32673.762,0.61459094,0.926,0.095,0.931,55.33778
South Africa,ZAF,2000,0.5776966214179993,Africa,7582.7783,46.136833,0.618,0.416,0.786,56.258995
South Africa,ZAF,2005,0.64761883020401,Africa,9393.693,37.437843,0.616,0.443,0.759,59.824177
South Africa,ZAF,2008,0.6300899982452393,Africa,10977.146,35.379326,0.643,0.446,0.758,61.7693
South Africa,ZAF,2010,0.6338256001472473,Africa,11318.6045,30.362572,0.669,0.487,0.735,62.629913
South Africa,ZAF,2014,0.6302571892738342,Africa,12034.149,32.026356,0.713,0.481,0.705,63.13523
South Korea,KOR,2006,0.3170298337936401,Asia,28516.484,0.86587715,0.871,0.132,0.949,81.56646
South Korea,KOR,2008,0.3232483267784118,Asia,30117.729,0.88845104,0.878,0.17,0.908,81.83508
South Korea,KOR,2010,0.3202122449874878,Asia,31537.773,0.9937274,0.894,0.18,0.904,81.968506
South Korea,KOR,2012,0.3155805170536041,Asia,32826.48,0.8770236,0.901,0.196,0.894,81.90879
South Korea,KOR,2014,0.3119290471076965,Asia,34573.09,0.74595773,0.91,0.213,0.86,81.73157
South Korea,KOR,2016,0.3522220551967621,Asia,36255.24,0.69398636,0.918,0.233,0.834,81.55592
South Korea,KOR,2017,0.348546415567398,Asia,37296.047,0.58462185,0.922,0.134,0.951,81.47103
South Korea,KOR,2018,0.3372503221035003,Asia,38214.324,0.598363,0.924,0.129,0.951,81.382355
South Korea,KOR,2019,0.3319616317749023,Asia,38935.992,0.5737152,0.927,0.113,0.95,81.29011
South Korea,KOR,2020,0.3270860612392425,Asia,38606.984,0.59392405,0.928,0.113,0.952,81.17596
South Korea,KOR,2021,0.32906574010849,Asia,40277.953,0.47253147,0.933,0.16,0.937,81.16165
Spain,ESP,1990,0.3202321529388428,Europe,19215.0,1.2382199,0.766,0.038,0.987,74.83743
Spain,ESP,1993,0.3565849065780639,Europe,20056.54,1.1948973,0.789,0.038,0.987,75.344345
Spain,ESP,1994,0.3510372340679168,Europe,20673.955,1.0763015,0.798,0.038,0.987,75.472374
Spain,ESP,1995,0.3572663366794586,Europe,21522.098,1.0261471,0.804,0.038,0.987,75.588295
Spain,ESP,1996,0.3646458089351654,Europe,22185.066,0.9866449,0.811,0.038,0.987,75.69723
Spain,ESP,1997,0.3532441854476928,Europe,23113.615,1.1453642,0.816,0.038,0.987,75.80426
Spain,ESP,1998,0.345800518989563,Europe,24284.861,1.2851622,0.821,0.038,0.987,75.914505
Spain,ESP,1999,0.3379192650318146,Europe,25549.54,1.1908013,0.825,0.038,0.987,76.033066
Spain,ESP,2000,0.3412891030311584,Europe,26994.86,1.3481302,0.833,0.038,0.987,76.165054
Spain,ESP,2003,0.3180093765258789,Europe,29371.865,1.3809639,0.846,0.038,0.987,76.709335
Spain,ESP,2004,0.3330196142196655,Europe,30088.092,1.2027414,0.852,0.038,0.987,76.95496
Spain,ESP,2005,0.3243177533149719,Europe,30885.602,1.1783738,0.857,0.038,0.987,77.22068
Spain,ESP,2006,0.3354115486145019,Europe,31907.424,1.0649854,0.862,0.038,0.988,77.496864
Spain,ESP,2007,0.3413740992546081,Europe,32735.434,1.0589565,0.864,0.038,0.988,77.773895
Spain,ESP,2008,0.3422040045261383,Europe,32844.324,0.8802845,0.865,0.038,0.988,78.042145
Spain,ESP,2009,0.3492408394813537,Europe,31669.691,0.88345325,0.867,0.038,0.988,78.29199
Spain,ESP,2010,0.3524448275566101,Europe,31786.404,0.8560973,0.875,0.038,0.988,78.51382
Spain,ESP,2011,0.3569397330284118,Europe,31600.0,0.81918305,0.879,0.041,0.985,78.6954
Spain,ESP,2012,0.3540365993976593,Europe,30645.215,0.7741663,0.881,0.044,0.974,78.845566
Spain,ESP,2013,0.3618189692497253,Europe,30327.451,0.64446753,0.886,0.053,0.969,78.98581
Spain,ESP,2014,0.3605230748653412,Europe,30842.184,0.69135,0.89,0.053,0.968,79.119675
Spain,ESP,2015,0.361783355474472,Europe,32057.098,0.6469069,0.895,0.053,0.967,79.24549
Spain,ESP,2016,0.3575709164142608,Europe,33002.676,0.62910885,0.9,0.062,0.973,79.361595
Spain,ESP,2017,0.3465125560760498,Europe,33924.137,0.6550228,0.902,0.051,0.97,79.466324
Spain,ESP,2018,0.3471632599830627,Europe,34553.625,0.6136817,0.905,0.036,0.977,79.55801
Spain,ESP,2019,0.3430371284484863,Europe,34957.465,0.6977952,0.91,0.036,0.983,79.63498
Spain,ESP,2020,0.3486364185810089,Europe,30834.514,0.6942189,0.901,0.033,0.985,79.695564
Spain,ESP,2021,0.3388591110706329,Europe,32553.05,0.60751224,0.912,0.036,0.981,79.78462
Spain,ESP,2022,0.3357942104339599,Europe,34123.387,0.67951286,0.911,0.05,0.974,79.95488
Sri Lanka,LKA,1990,0.3244743347167969,Asia,3864.0,12.138848,0.638,0.413,0.579,18.090908
Sri Lanka,LKA,1995,0.3539953827857971,Asia,4702.295,9.189216,0.667,0.438,0.597,15.865207
Sri Lanka,LKA,2006,0.3966901898384094,Asia,6904.036,10.043036,0.724,0.561,0.499,15.482927
Sri Lanka,LKA,2009,0.3605415225028991,Asia,7796.6475,5.2947435,0.723,0.568,0.484,16.742813
Sri Lanka,LKA,2012,0.3871360719203949,Asia,9599.045,3.1932797,0.759,0.63,0.419,18.261768
Sri Lanka,LKA,2016,0.3934577405452728,Asia,11236.119,2.4189014,0.772,0.489,0.71,18.974768
Sri Lanka,LKA,2019,0.3766377568244934,Asia,11939.55,3.3109403,0.781,0.503,0.655,19.494633
Sweden,SWE,1992,0.2490873336791992,Europe,27198.53,1.3152469,0.829,0.004,0.995,83.60789
Sweden,SWE,1995,0.2523650527000427,Europe,28519.443,0.9856903,0.869,0.004,0.995,83.9
Sweden,SWE,2000,0.2696006000041961,Europe,34202.605,1.0820435,0.912,0.004,0.995,84.04
Sweden,SWE,2001,0.2654536068439483,Europe,34666.664,0.97796524,0.915,0.004,0.995,84.08272
Sweden,SWE,2002,0.2621690630912781,Europe,35569.773,1.1316468,0.918,0.004,0.995,84.134254
Sweden,SWE,2003,0.2526851892471313,Europe,36435.754,0.94882685,0.923,0.004,0.995,84.19543
Sweden,SWE,2004,0.2614011168479919,Europe,38016.062,1.1897074,0.908,0.004,0.995,84.267075
Sweden,SWE,2005,0.2682101726531982,Europe,39258.992,0.9191817,0.911,0.004,0.995,84.35
Sweden,SWE,2006,0.2635122835636139,Europe,40992.3,1.0021338,0.915,0.004,0.994,84.45532
Sweden,SWE,2007,0.27114138007164,Europe,42399.844,1.2133436,0.917,0.004,0.994,84.59069
Sweden,SWE,2008,0.2811915874481201,Europe,42189.965,0.8893806,0.913,0.004,0.994,84.75174
Sweden,SWE,2009,0.2733984291553497,Europe,40116.312,1.0001355,0.912,0.004,0.994,84.934105
Sweden,SWE,2010,0.2773614823818207,Europe,42634.754,0.97033215,0.918,0.004,0.994,85.13342
Sweden,SWE,2011,0.2760522961616516,Europe,42079.0,0.8572101,0.92,0.004,0.995,85.36008
Sweden,SWE,2012,0.2764386534690857,Europe,41523.145,0.71432424,0.92,0.004,0.995,85.62507
Sweden,SWE,2013,0.2882274687290191,Europe,41661.805,0.90619147,0.94,0.004,0.995,85.92498
Sweden,SWE,2014,0.2838863730430603,Europe,42346.836,0.8972371,0.943,0.004,0.995,86.256386
Sweden,SWE,2015,0.2920967936515808,Europe,43782.457,1.1429176,0.945,0.008,0.992,86.61587
Sweden,SWE,2016,0.2956119775772095,Europe,44131.03,1.0681952,0.947,0.008,0.992,87.0
Sweden,SWE,2017,0.2877413332462311,Europe,44658.484,1.1234993,0.949,0.008,0.993,87.23737
Sweden,SWE,2018,0.2997155487537384,Europe,45003.492,1.0613829,0.95,0.008,0.993,87.47374
Sweden,SWE,2019,0.2930463254451751,Europe,45434.402,1.0798584,0.955,0.009,0.993,87.70884
Sweden,SWE,2020,0.2887060344219208,Europe,44128.332,1.197641,0.951,0.008,0.993,87.942406
Sweden,SWE,2021,0.2976534366607666,Europe,46226.543,1.0848558,0.958,0.008,0.992,88.174164
Sweden,SWE,2022,0.3160836100578308,Europe,47126.13,1.1060958,0.959,0.009,0.993,88.403854
Switzerland,CHE,1992,0.3385482132434845,Europe,34356.8,1.3527173,0.863,0.023,0.993,69.82006
Switzerland,CHE,2000,0.3343105614185333,Europe,43251.105,0.96046686,0.892,0.023,0.993,73.30243
Switzerland,CHE,2002,0.31686732172966,Europe,44934.316,1.1815212,0.896,0.023,0.993,73.41953
Switzerland,CHE,2009,0.3285585641860962,Europe,55171.5,0.65911525,0.942,0.024,0.993,73.57412
Switzerland,CHE,2010,0.3255302906036377,Europe,57219.5,0.66447276,0.945,0.022,0.993,73.60867
Switzerland,CHE,2011,0.3171361982822418,Europe,58686.0,0.58122116,0.946,0.024,0.993,73.65059
Switzerland,CHE,2012,0.3156712651252746,Europe,58750.938,0.5625755,0.949,0.024,0.993,73.752266
Switzerland,CHE,2013,0.3246218860149383,Europe,59120.062,0.7044689,0.952,0.024,0.994,74.11214
Switzerland,CHE,2014,0.3252565860748291,Europe,59775.54,0.5005961,0.956,0.024,0.994,74.740265
Switzerland,CHE,2015,0.3230695724487304,Europe,60070.867,0.6880789,0.957,0.021,0.995,75.6045
Switzerland,CHE,2016,0.3304245173931122,Europe,60647.64,0.5373198,0.959,0.021,0.995,76.67267
Switzerland,CHE,2017,0.3267633318901062,Europe,60903.223,0.53231585,0.96,0.022,0.994,77.91263
Switzerland,CHE,2018,0.3314104080200195,Europe,62185.477,0.58710635,0.962,0.022,0.995,79.29222
Switzerland,CHE,2019,0.3399834036827087,Europe,62448.598,0.5362853,0.965,0.022,0.995,80.77929
Switzerland,CHE,2020,0.3373792767524719,Europe,60521.26,0.5439449,0.963,0.022,0.994,82.34168
Switzerland,CHE,2021,0.3382431268692016,Europe,62595.31,0.4823692,0.968,0.021,0.994,84.200645
Switzerland,CHE,2022,0.3379517793655395,Europe,63323.254,0.4776971,0.966,0.02,0.995,84.92062
Syria,SYR,2003,0.3751460313796997,Asia,6986.524,2.2639236,0.621,0.896,0.093,53.1024
Syria,SYR,2006,0.4014725089073181,Asia,6901.778,2.2712202,0.658,0.896,0.096,54.05977
Syria,SYR,2009,0.4039477705955505,Asia,6586.5186,2.1659038,0.668,0.896,0.09,55.029366
Tajikistan,TJK,1999,0.2953243553638458,Asia,1621.3206,5.750302,0.546,0.836,0.064,26.573423
Tajikistan,TJK,2003,0.327194482088089,Asia,2135.9082,2.4629896,0.587,0.928,0.063,26.533121
Tajikistan,TJK,2004,0.3360194861888885,Asia,2301.292,2.0911424,0.598,0.928,0.063,26.532778
Tajikistan,TJK,2007,0.3218031823635101,Asia,2647.2095,1.8347406,0.625,0.933,0.055,26.531534
Tajikistan,TJK,2009,0.3077495396137237,Asia,2853.8884,1.2950203,0.634,0.933,0.055,26.529186
Tanzania,TZA,2011,0.3778314888477325,Africa,2227.0,9.013811,0.516,0.46,0.67,28.865726
Tanzania,TZA,2018,0.4049122929573059,Africa,2785.1824,4.759986,0.537,0.304,0.761,32.828743
Thailand,THA,1990,0.452656477689743,Asia,7385.0,9.762812,0.584,0.76,0.431,18.807148
Thailand,THA,1992,0.478579580783844,Asia,8409.0205,10.540884,0.603,0.751,0.429,20.225147
Thailand,THA,1994,0.4347021281719208,Asia,9499.518,8.592106,0.62,0.751,0.44,22.657864
Thailand,THA,1996,0.4290492236614227,Asia,10458.358,7.4666142,0.634,0.751,0.44,25.641088
Thailand,THA,1998,0.414557933807373,Asia,9077.748,8.713866,0.642,0.698,0.492,28.72165
Thailand,THA,1999,0.4309158623218536,Asia,9347.061,8.109274,0.65,0.698,0.492,30.156815
Thailand,THA,2000,0.4283366799354553,Asia,9627.1045,8.1608925,0.657,0.662,0.522,31.462622
