entity,code,year,gini-coefficient,world-region,gdp-per-capita,homicide-rate-100000,hdi,political-corruption-index,rule-of-law-index,urbanization
Lithuania,LTU,2010,0.3360871374607086,Europe,18663.762,7.069717,0.854,0.144,0.958,66.771286
Lithuania,LTU,2011,0.3248642981052398,Europe,20243.0,6.96682,0.86,0.144,0.958,66.75183
Lithuania,LTU,2012,0.3509230017662048,Europe,21305.004,6.7596292,0.862,0.147,0.955,66.853676
Lithuania,LTU,2013,0.3530731797218323,Europe,22285.684,6.6928964,0.865,0.155,0.961,67.00921
Lithuania,LTU,2014,0.3767502307891845,Europe,23273.172,5.42076,0.866,0.153,0.962,67.1515
Lithuania,LTU,2015,0.3737030029296875,Europe,23968.848,5.9192696,0.869,0.147,0.964,67.22825
Lithuania,LTU,2016,0.3838584125041961,Europe,24886.84,5.332665,0.875,0.136,0.96,67.18942
Lithuania,LTU,2017,0.3728358447551727,Europe,26318.023,3.5344276,0.885,0.128,0.954,67.101295
Lithuania,LTU,2018,0.3570533096790313,Europe,27631.46,3.282809,0.889,0.155,0.951,67.14648
Lithuania,LTU,2019,0.3525134921073913,Europe,28986.053,3.3630786,0.894,0.123,0.952,67.245735
Lithuania,LTU,2020,0.3595664203166961,Europe,28971.844,3.6126075,0.888,0.116,0.955,67.42546
Lithuania,LTU,2021,0.3665640950202942,Europe,30557.03,2.5765011,0.887,0.111,0.955,68.191216
Lithuania,LTU,2022,0.3656238913536072,Europe,30863.32,2.3784847,0.888,0.101,0.952,68.286644
Luxembourg,LUX,1994,0.2814786732196808,Europe,40990.71,1.49035,0.82,0.057,0.975,81.79944
Luxembourg,LUX,1995,0.2834894955158233,Europe,40838.566,0.4899235,0.824,0.057,0.975,82.188866
Luxembourg,LUX,1996,0.2904336750507355,Europe,40687.902,0.96670544,0.832,0.057,0.975,82.61764
Luxembourg,LUX,1997,0.2959525883197784,Europe,42311.344,0.95472574,0.837,0.057,0.975,83.07035
Luxembourg,LUX,1998,0.3062281310558319,Europe,44142.56,0.9430526,0.845,0.057,0.975,83.53162
Luxembourg,LUX,1999,0.3004105687141418,Europe,47061.11,1.3956832,0.858,0.057,0.975,83.98604
Luxembourg,LUX,2000,0.301029622554779,Europe,50063.824,0.91715246,0.861,0.057,0.975,84.41821
Luxembourg,LUX,2001,0.3092632293701172,Europe,50527.664,2.0373445,0.863,0.057,0.975,84.81732
Luxembourg,LUX,2002,0.310638964176178,Europe,51709.734,1.3441206,0.868,0.057,0.975,85.20342
Luxembourg,LUX,2003,0.3018747270107269,Europe,51717.03,0.6639548,0.87,0.057,0.975,85.59063
Luxembourg,LUX,2004,0.3017269670963287,Europe,52624.164,0.43639967,0.878,0.057,0.975,85.97991
Luxembourg,LUX,2005,0.3084080815315246,Europe,53262.094,0.85954314,0.879,0.057,0.975,86.373566
Luxembourg,LUX,2006,0.3094812035560608,Europe,54920.81,1.4803348,0.88,0.057,0.975,86.773895
Luxembourg,LUX,2007,0.3113374710083008,Europe,58369.703,1.4575135,0.883,0.057,0.975,87.1832
Luxembourg,LUX,2008,0.3256154358386993,Europe,56383.19,1.6360236,0.896,0.057,0.975,87.60377
Luxembourg,LUX,2009,0.311969131231308,Europe,52731.39,1.0036402,0.905,0.057,0.975,88.03791
Luxembourg,LUX,2010,0.3050437867641449,Europe,54086.336,1.9707929,0.909,0.028,0.977,88.487915
Luxembourg,LUX,2011,0.3205409049987793,Europe,54031.0,0.7713312,0.911,0.028,0.977,88.95628
Luxembourg,LUX,2012,0.343471497297287,Europe,53675.46,0.0,0.914,0.026,0.977,89.440575
Luxembourg,LUX,2013,0.3203595876693725,Europe,53973.395,0.18404225,0.919,0.026,0.977,89.941376
Luxembourg,LUX,2014,0.3115806877613067,Europe,54100.086,0.71906364,0.924,0.026,0.977,90.45778
Luxembourg,LUX,2015,0.3292146921157837,Europe,54251.45,0.87790763,0.913,0.026,0.977,90.989365
Luxembourg,LUX,2016,0.3172789514064789,Europe,55516.098,0.8568892,0.916,0.026,0.977,91.535706
Luxembourg,LUX,2017,0.3451529145240783,Europe,55037.188,0.3352917,0.913,0.026,0.977,92.096375
Luxembourg,LUX,2018,0.3536786437034607,Europe,54625.96,0.4933391,0.915,0.026,0.977,92.670944
Luxembourg,LUX,2019,0.3424115478992462,Europe,54751.6,0.6449917,0.916,0.026,0.977,93.25899
Luxembourg,LUX,2020,0.333736389875412,Europe,53489.332,0.47573966,0.916,0.026,0.975,93.86007
Luxembourg,LUX,2021,0.3271903395652771,Europe,55346.676,0.62473255,0.918,0.026,0.975,94.586174
Luxembourg,LUX,2022,0.3409398794174194,Europe,55484.777,1.5306611,0.922,0.026,0.975,94.760544
Malawi,MWI,2004,0.3987215161323547,Africa,922.7613,3.287806,0.421,0.646,0.541,15.031604
Malawi,MWI,2010,0.4547301530838012,Africa,1091.5876,3.5072424,0.475,0.66,0.508,15.477697
Malaysia,MYS,1992,0.4765372276306152,Asia,9383.933,1.9432349,0.67,0.55,0.422,51.862858
Malaysia,MYS,1995,0.4852266311645508,Asia,11725.093,1.947803,0.691,0.557,0.41,55.92329
Malaysia,MYS,1997,0.4914964735507965,Asia,13344.57,2.52629,0.713,0.557,0.41,58.500813
Malaysia,MYS,2003,0.4641619324684143,Asia,14362.155,2.28934,0.737,0.6,0.399,65.075096
Malaysia,MYS,2006,0.4475235044956207,Asia,16353.924,2.2257628,0.742,0.594,0.452,67.9192
Malaysia,MYS,2008,0.4547971189022064,Asia,17865.64,2.1653926,0.765,0.594,0.452,69.543816
Malaysia,MYS,2011,0.4394359588623047,Asia,19390.0,1.8174312,0.782,0.597,0.445,71.424515
Malaysia,MYS,2013,0.4134882688522339,Asia,20819.164,2.0779297,0.791,0.574,0.45,72.48827
Malaysia,MYS,2015,0.4106639921665191,Asia,22550.342,1.5944778,0.8,0.574,0.441,73.43879
Malaysia,MYS,2018,0.4117677509784698,Asia,25175.799,0.9814358,0.809,0.271,0.72,74.56346
Malaysia,MYS,2021,0.4066842794418335,Asia,24764.65,0.70881855,0.802,0.418,0.613,75.508865
Malta,MLT,2006,0.2801997661590576,Europe,22233.717,0.0,0.838,0.173,0.847,93.79869
Malta,MLT,2007,0.2920773327350616,Europe,23048.264,0.9587808,0.845,0.187,0.843,93.91182
Malta,MLT,2008,0.2899550795555115,Europe,23674.594,1.4320868,0.848,0.187,0.843,94.02948
Malta,MLT,2009,0.3024443387985229,Europe,22927.654,0.95058274,0.854,0.173,0.843,94.14237
Malta,MLT,2010,0.2902576029300689,Europe,23632.625,0.94640845,0.867,0.173,0.843,94.24124
Malta,MLT,2011,0.2914210557937622,Europe,23871.0,0.70649993,0.862,0.173,0.843,94.31559
Malta,MLT,2012,0.2936043441295624,Europe,24629.777,2.8128703,0.87,0.173,0.845,94.362625
Malta,MLT,2013,0.2884366512298584,Europe,25611.121,1.6337867,0.88,0.214,0.817,94.390656
Malta,MLT,2014,0.2902034521102905,Europe,27007.89,1.3809469,0.886,0.214,0.805,94.41251
Malta,MLT,2015,0.2943377196788788,Europe,28906.48,0.89891577,0.892,0.214,0.801,94.43877
Malta,MLT,2016,0.2908901572227478,Europe,29207.27,1.0982518,0.891,0.253,0.782,94.48
Malta,MLT,2017,0.2923223674297333,Europe,31495.494,1.9234776,0.901,0.253,0.782,94.56918
Malta,MLT,2018,0.2866508662700653,Europe,32292.822,1.6509908,0.908,0.253,0.782,94.724236
Malta,MLT,2019,0.3104176521301269,Europe,33220.285,0.992033,0.91,0.261,0.777,94.933205
Malta,MLT,2020,0.3140377998352051,Europe,29703.762,1.3508128,0.903,0.186,0.817,95.184105
Malta,MLT,2021,0.3156505525112152,Europe,33031.184,0.38140535,0.914,0.186,0.827,95.514534
Malta,MLT,2022,0.3458727598190307,Europe,34496.34,1.5146008,0.917,0.186,0.827,95.60032
Mauritania,MRT,2019,0.3199674785137176,Africa,3659.103,1.0743763,0.566,0.788,0.293,56.05962
Mauritius,MUS,2012,0.3846539855003357,Africa,17021.246,2.17194,0.778,0.424,0.822,40.036953
Mauritius,MUS,2017,0.3676120638847351,Africa,20259.887,2.5568414,0.799,0.49,0.715,39.449936
Mexico,MEX,1992,0.5231072306632996,North America,10262.211,19.285301,0.672,0.769,0.333,72.24061
Mexico,MEX,1994,0.5342220664024353,North America,10721.008,17.74495,0.68,0.679,0.445,72.95656
Mexico,MEX,1996,0.5197122693061829,North America,10386.499,15.689103,0.687,0.662,0.483,73.62699
Mexico,MEX,1998,0.5328314900398254,North America,11510.877,14.2882185,0.701,0.64,0.501,74.271645
Mexico,MEX,2000,0.5341742038726807,North America,12613.396,10.886631,0.712,0.55,0.613,74.92031
Mexico,MEX,2002,0.505828857421875,North America,12645.504,9.934157,0.722,0.573,0.616,75.684074
Mexico,MEX,2004,0.5034302473068237,North America,13287.6,8.936326,0.732,0.611,0.591,76.32744
Mexico,MEX,2005,0.5093890428543091,North America,13655.801,9.376107,0.736,0.611,0.591,76.47486
Mexico,MEX,2006,0.4971226453781128,North America,14287.559,9.745122,0.745,0.609,0.592,76.498245
Mexico,MEX,2008,0.5084356069564819,North America,14808.09,12.689549,0.75,0.609,0.584,76.50904
Mexico,MEX,2010,0.4765793085098266,North America,14697.298,22.668648,0.751,0.633,0.587,76.524445
Mexico,MEX,2012,0.4959723353385925,North America,15547.994,22.228556,0.764,0.663,0.556,76.65852
Mexico,MEX,2014,0.4891233742237091,North America,15883.877,16.705032,0.769,0.758,0.473,76.97414
Mexico,MEX,2016,0.4691242277622223,North America,16705.047,20.08894,0.778,0.724,0.483,77.440506
Mexico,MEX,2018,0.4595489203929901,North America,17055.117,29.44843,0.785,0.652,0.485,78.02712
Mexico,MEX,2020,0.4459430575370788,North America,15253.691,29.001005,0.763,0.592,0.498,78.67796
Mexico,MEX,2022,0.4345400631427765,North America,16235.455,25.881496,0.783,0.546,0.441,79.199684
Moldova,MDA,2005,0.3628083765506744,Europe,4073.6736,7.421023,0.702,0.808,0.446,39.370403
Moldova,MDA,2006,0.3539981842041015,Europe,4243.0703,6.6814294,0.711,0.806,0.443,39.21824
Moldova,MDA,2007,0.3442104160785675,Europe,4342.7456,5.634321,0.718,0.806,0.452,39.431503
Moldova,MDA,2008,0.3469244241714477,Europe,4652.457,6.2442055,0.728,0.806,0.446,39.37107
Moldova,MDA,2009,0.3291090726852417,Europe,4342.528,6.6375084,0.729,0.768,0.475,39.325535
Moldova,MDA,2010,0.3205091953277588,Europe,4615.324,7.2962728,0.739,0.689,0.621,39.280495
Moldova,MDA,2011,0.3062857687473297,Europe,4892.0,6.072079,0.748,0.689,0.63,39.346916
Moldova,MDA,2012,0.2915883958339691,Europe,4914.038,6.575497,0.754,0.677,0.637,39.36142
Moldova,MDA,2013,0.2853415906429291,Europe,5414.3506,6.71803,0.758,0.723,0.58,39.42755
Moldova,MDA,2014,0.268338531255722,Europe,5744.252,4.816453,0.762,0.723,0.58,39.62985
Moldova,MDA,2015,0.270281583070755,Europe,5784.4917,5.749636,0.759,0.798,0.508,39.695404
Moldova,MDA,2016,0.263453871011734,Europe,6102.6943,6.1770453,0.763,0.794,0.459,39.737324
Moldova,MDA,2017,0.2589924335479736,Europe,6425.865,4.4152217,0.769,0.773,0.497,39.973656
Moldova,MDA,2018,0.256616473197937,Europe,6760.1113,5.263537,0.772,0.788,0.471,40.32581
Moldova,MDA,2019,0.2601664662361145,Europe,7078.23,3.8874729,0.775,0.691,0.505,40.77229
Moldova,MDA,2020,0.2504570484161377,Europe,6560.7476,3.0301738,0.77,0.555,0.618,41.336853
Moldova,MDA,2021,0.257316380739212,Europe,7557.3857,2.1826994,0.773,0.421,0.765,41.811543
Moldova,MDA,2022,0.2586444616317749,Europe,6674.871,2.4671178,0.784,0.227,0.811,42.404884
Mongolia,MNG,2007,0.3582186996936798,Asia,6196.5894,11.3115,0.696,0.647,0.594,65.25907
Mongolia,MNG,2010,0.3308121263980865,Asia,7830.064,8.846177,0.714,0.645,0.607,67.8298
Mongolia,MNG,2011,0.338835060596466,Asia,9484.0,9.689709,0.725,0.637,0.609,67.91961
Mongolia,MNG,2012,0.3375161588191986,Asia,10493.0,7.1186876,0.735,0.646,0.598,67.95228
Mongolia,MNG,2014,0.3203778862953186,Asia,12283.0,7.3119526,0.748,0.625,0.58,67.99413
Mongolia,MNG,2016,0.3234573304653168,Asia,12313.544,6.0510154,0.759,0.641,0.588,67.97768
Mongolia,MNG,2018,0.3274098932743072,Asia,13419.578,6.187443,0.767,0.683,0.592,67.86835
Mongolia,MNG,2022,0.3141647577285766,Asia,13442.906,5.965715,0.742,0.724,0.545,69.783806
Montenegro,MNE,2012,0.4120616912841797,Europe,15421.0,2.6833348,0.825,0.516,0.682,64.5244
Montenegro,MNE,2013,0.3902172744274139,Europe,16064.0,1.5792736,0.83,0.525,0.686,64.6253
Montenegro,MNE,2014,0.3876928687095642,Europe,16437.0,3.167687,0.833,0.525,0.686,64.72321
Montenegro,MNE,2015,0.390050321817398,Europe,17249.0,2.7063816,0.839,0.525,0.686,64.81817
Montenegro,MNE,2016,0.3846650123596191,Europe,17777.416,4.485393,0.836,0.525,0.686,64.91017
Montenegro,MNE,2017,0.3688092231750488,Europe,18640.195,2.418912,0.843,0.525,0.691,64.999245
Montenegro,MNE,2018,0.3680895864963531,Europe,19617.215,2.2734838,0.849,0.534,0.673,65.0854
Montenegro,MNE,2019,0.3566539585590362,Europe,20448.549,3.760219,0.851,0.539,0.688,65.16868
Montenegro,MNE,2020,0.3541229665279388,Europe,17355.623,2.9608428,0.841,0.5,0.723,65.24907
Montenegro,MNE,2021,0.3429697453975677,Europe,19656.557,2.4840586,0.84,0.487,0.735,65.32661
Morocco,MAR,1990,0.3920690417289734,Africa,4130.0,0.36511996,0.451,0.79,0.32,48.433865
Morocco,MAR,1998,0.3935391306877136,Africa,4729.183,2.012914,0.507,0.768,0.383,52.955307
Morocco,MAR,2000,0.4063694179058075,Africa,4753.638,1.621901,0.528,0.75,0.368,53.587246
Morocco,MAR,2006,0.4071830213069916,Africa,6076.9526,1.6183976,0.579,0.707,0.411,55.962757
Morocco,MAR,2013,0.3954850733280182,Africa,7599.724,1.2696977,0.639,0.694,0.432,59.908348
Mozambique,MOZ,2002,0.4694815576076507,Africa,1199.7332,5.485713,0.335,0.519,0.487,29.568632
Mozambique,MOZ,2008,0.4548299908638,Africa,1031.3622,4.5602384,0.403,0.519,0.476,30.562536
Myanmar,MMR,2015,0.3806850910186767,Asia,4984.669,2.548491,0.566,0.532,0.483,29.716682
Myanmar,MMR,2017,0.3069686889648437,Asia,5503.632,2.6823425,0.587,0.392,0.587,29.905172
Namibia,NAM,2009,0.6096469759941101,Africa,7548.129,18.677252,0.585,0.19,0.86,40.85249
Nepal,NPL,2003,0.4376810491085052,Asia,1747.7766,2.9468143,0.486,0.774,0.434,38.045307
Nepal,NPL,2010,0.3284058570861816,Asia,2152.2747,2.9734526,0.551,0.723,0.581,62.01566
Netherlands,NLD,1990,0.3108676373958587,Europe,27515.0,0.8981511,0.855,0.018,0.984,68.98739
Netherlands,NLD,1993,0.3043155074119568,Europe,28879.996,1.247586,0.863,0.018,0.984,69.758675
Netherlands,NLD,1999,0.2806339561939239,Europe,36409.08,1.273511,0.894,0.018,0.984,77.060745
Netherlands,NLD,2004,0.2980000972747803,Europe,39682.375,1.1628214,0.904,0.016,0.985,82.25095
Netherlands,NLD,2005,0.2904823124408722,Europe,40679.49,1.0567416,0.907,0.016,0.985,83.5049
Netherlands,NLD,2006,0.3004332780838012,Europe,42286.51,0.77604675,0.914,0.016,0.985,84.65323
Netherlands,NLD,2007,0.2959277927875519,Europe,44008.75,0.8650228,0.92,0.016,0.985,85.40892
Netherlands,NLD,2008,0.2929801344871521,Europe,44840.71,0.9037638,0.92,0.016,0.985,85.61496
Netherlands,NLD,2009,0.2788199782371521,Europe,43178.508,0.92303175,0.92,0.016,0.985,86.22232
Netherlands,NLD,2010,0.2784523963928222,Europe,43812.348,0.85861295,0.925,0.016,0.985,87.35028
Netherlands,NLD,2011,0.2775008678436279,Europe,44591.0,0.8486115,0.935,0.016,0.985,88.00592
Netherlands,NLD,2012,0.27620929479599,Europe,43968.254,0.8572175,0.935,0.016,0.985,88.53425
Netherlands,NLD,2013,0.2810648083686828,Europe,43782.97,0.7367215,0.937,0.023,0.98,89.174995
Netherlands,NLD,2014,0.2863141894340515,Europe,44245.56,0.7222511,0.939,0.023,0.98,89.83648
Netherlands,NLD,2015,0.2824158072471618,Europe,44912.664,0.6079229,0.94,0.019,0.982,90.27877
Netherlands,NLD,2016,0.2817356884479522,Europe,45654.47,0.5463626,0.941,0.019,0.982,90.58032
Netherlands,NLD,2017,0.2853580713272095,Europe,46706.438,0.7623285,0.945,0.019,0.984,91.12197
Netherlands,NLD,2018,0.2812103927135467,Europe,47528.902,0.57401067,0.947,0.017,0.982,92.60625
Netherlands,NLD,2019,0.2924832701683044,Europe,48142.67,0.71275806,0.95,0.017,0.986,93.8898
Netherlands,NLD,2020,0.2599421143531799,Europe,46014.484,0.6860682,0.945,0.019,0.983,94.25323
Netherlands,NLD,2021,0.2574386894702911,Europe,48001.84,0.71063733,0.951,0.019,0.981,94.62948
Nicaragua,NIC,1993,0.5712127685546875,North America,2114.692,17.109247,0.534,0.557,0.555,54.071327
Nicaragua,NIC,1998,0.5437584519386292,North America,2569.8284,13.084461,0.569,0.805,0.272,54.93489
Nicaragua,NIC,2001,0.5287476778030396,North America,2944.2446,10.554608,0.601,0.733,0.299,55.352253
Nicaragua,NIC,2005,0.4882003664970398,North America,3370.7776,13.646305,0.63,0.753,0.314,55.93755
Nicaragua,NIC,2009,0.4394162595272064,North America,3771.947,14.178125,0.646,0.845,0.121,56.6511
Nicaragua,NIC,2014,0.4615629315376282,North America,4685.0,8.654096,0.674,0.865,0.091,57.622265
Niger,NER,2011,0.3145171403884887,Africa,799.0,4.8380666,0.346,0.583,0.649,16.230307
North Macedonia,MKD,2009,0.4276077151298523,Europe,10657.878,1.6985357,0.757,0.616,0.514,58.028015
North Macedonia,MKD,2010,0.4006554782390594,Europe,11038.29,2.0960221,0.765,0.636,0.488,58.12068
North Macedonia,MKD,2011,0.3936067521572113,Europe,11321.0,1.4702672,0.771,0.658,0.448,58.24095
North Macedonia,MKD,2012,0.3813239634037018,Europe,11255.701,1.4304821,0.775,0.709,0.41,58.39242
North Macedonia,MKD,2013,0.3623913824558258,Europe,11568.169,1.0927442,0.782,0.719,0.355,58.578693
North Macedonia,MKD,2014,0.3520165979862213,Europe,11968.066,1.7518977,0.788,0.719,0.329,58.803368
North Macedonia,MKD,2015,0.3559069335460663,Europe,12412.94,1.2623929,0.795,0.719,0.322,59.070038
North Macedonia,MKD,2016,0.3453451991081238,Europe,12752.585,0.9687652,0.8,0.723,0.324,59.38231
North Macedonia,MKD,2017,0.3419890701770782,Europe,12878.021,1.5972148,0.807,0.539,0.506,59.74377
North Macedonia,MKD,2018,0.3296046853065491,Europe,13238.034,1.3022674,0.814,0.616,0.448,60.15803
North Macedonia,MKD,2019,0.3350583016872406,Europe,13751.228,1.2120311,0.805,0.642,0.446,60.628685
Norway,NOR,1991,0.2522628605365753,Europe,31127.676,1.1732621,0.863,0.006,0.994,72.15864
Norway,NOR,1995,0.2601963579654693,Europe,40043.797,0.9635254,0.887,0.006,0.994,73.91974
Norway,NOR,2000,0.2735878527164459,Europe,54039.96,1.068836,0.924,0.006,0.994,76.133896
Norway,NOR,2004,0.3157806992530823,Europe,64824.145,0.7840161,0.937,0.006,0.994,77.56846
Norway,NOR,2005,0.3059702813625335,Europe,68108.555,0.71380305,0.939,0.006,0.994,77.82601
Norway,NOR,2006,0.2635383903980255,Europe,71310.53,0.70807946,0.942,0.006,0.994,78.08772
Norway,NOR,2007,0.2709064781665802,Europe,74879.81,0.63707656,0.943,0.006,0.994,78.40725
Norway,NOR,2008,0.2699634432792663,Europe,76522.06,0.7130721,0.943,0.006,0.994,78.7541
Norway,NOR,2009,0.2615822851657867,Europe,76625.63,0.60058534,0.944,0.006,0.994,79.05708
Norway,NOR,2010,0.2572370767593384,Europe,78476.15,0.5931487,0.947,0.006,0.994,79.245
Norway,NOR,2011,0.2530016899108886,Europe,80623.0,2.2410805,0.949,0.006,0.994,79.31162
Norway,NOR,2012,0.2572599649429321,Europe,81725.22,0.53801394,0.95,0.006,0.994,79.49059
Norway,NOR,2013,0.2636111080646515,Europe,81564.3,0.9054896,0.953,0.006,0.995,79.9724
Norway,NOR,2014,0.2675256133079529,Europe,82311.33,0.5644884,0.956,0.006,0.995,80.61172
Norway,NOR,2015,0.2749675512313843,Europe,82983.99,0.46244815,0.959,0.006,0.995,81.23782
Norway,NOR,2016,0.2849334180355072,Europe,83213.016,0.5156625,0.962,0.006,0.995,81.68
Norway,NOR,2017,0.2698674499988556,Europe,84600.71,0.5306244,0.965,0.009,0.993,81.96998
Norway,NOR,2018,0.2756024301052093,Europe,84739.92,0.47065446,0.966,0.008,0.992,82.24521
Norway,NOR,2019,0.2774184346199035,Europe,85115.32,0.5235866,0.967,0.008,0.992,82.49359
Norway,NOR,2020,0.2839288413524627,Europe,83543.1,0.576286,0.969,0.01,0.986,82.70299
Norway,NOR,2021,0.2908912599086761,Europe,86334.59,0.5362336,0.969,0.01,0.986,82.86129
Norway,NOR,2022,0.269462525844574,Europe,88366.22,0.5497726,0.967,0.01,0.984,82.95637
Pakistan,PAK,1990,0.3324797451496124,Asia,2531.0,7.067246,0.396,0.831,0.249,30.753044
Pakistan,PAK,1996,0.2866498827934265,Asia,2979.808,6.540264,0.42,0.831,0.26,32.140213
Pakistan,PAK,1998,0.3312329351902008,Asia,3035.4517,6.9927897,0.426,0.831,0.228,32.587173
Pakistan,PAK,2001,0.2865301966667175,Asia,3176.9468,6.0230713,0.443,0.752,0.251,33.19885
Pakistan,PAK,2004,0.3088610768318176,Asia,3664.5334,5.6128345,0.472,0.866,0.224,33.744137
Pakistan,PAK,2005,0.3126125335693359,Asia,3883.9346,5.5752754,0.48,0.866,0.212,33.919006
Pakistan,PAK,2007,0.2966950237751007,Asia,4160.365,5.721619,0.495,0.866,0.218,34.268307
Pakistan,PAK,2010,0.2878086268901825,Asia,4354.267,6.620188,0.5,0.925,0.218,34.815918
Pakistan,PAK,2011,0.2969795763492584,Asia,4464.0,6.8025856,0.504,0.925,0.223,35.011368
Pakistan,PAK,2013,0.2952857315540313,Asia,4638.1616,6.602898,0.512,0.906,0.247,35.431534
Pakistan,PAK,2015,0.3129126727581024,Asia,4889.915,4.3655767,0.527,0.883,0.25,35.901733
Pakistan,PAK,2018,0.2958926558494568,Asia,5299.071,3.631534,0.538,0.902,0.253,36.747852
Panama,PAN,1991,0.5797843933105469,North America,7659.47,11.721248,0.674,0.576,0.573,54.52775
Panama,PAN,1995,0.5762895345687866,North America,8555.783,13.837111,0.69,0.576,0.591,58.248413
Panama,PAN,1997,0.5811877250671387,North America,9054.722,11.10447,0.701,0.576,0.591,60.174522
Panama,PAN,1998,0.5733296275138855,North America,9560.335,9.710032,0.707,0.576,0.591,61.008625
Panama,PAN,1999,0.5632699728012085,North America,9784.694,9.655054,0.712,0.576,0.591,61.70137
Panama,PAN,2000,0.565790593624115,North America,9898.788,9.932339,0.718,0.576,0.591,62.216537
Panama,PAN,2001,0.5669551491737366,North America,9804.559,9.968932,0.723,0.576,0.591,62.6337
Panama,PAN,2002,0.5608869791030884,North America,9879.454,12.015298,0.73,0.576,0.591,63.03309
Panama,PAN,2003,0.5564636588096619,North America,10153.772,10.564902,0.735,0.576,0.591,63.407993
Panama,PAN,2004,0.5477020740509033,North America,10769.523,9.473557,0.741,0.576,0.6,63.755375
Panama,PAN,2005,0.5379738211631775,North America,11389.244,10.986937,0.746,0.576,0.591,64.0722
Panama,PAN,2006,0.5463358759880066,North America,12195.747,6.5481005,0.753,0.576,0.591,64.35541
Panama,PAN,2007,0.5268421769142151,North America,13492.383,8.116387,0.763,0.576,0.591,64.60198
Panama,PAN,2008,0.5269296169281006,North America,14466.968,14.083105,0.767,0.576,0.591,64.80887
Panama,PAN,2009,0.5177022218704224,North America,14515.766,15.767114,0.77,0.576,0.591,64.97304
Panama,PAN,2010,0.5160857439041138,North America,15169.125,12.677293,0.775,0.576,0.591,65.09261
Panama,PAN,2011,0.5134671926498413,North America,16762.0,14.863932,0.781,0.576,0.591,65.18967
Panama,PAN,2012,0.5173878073692322,North America,18051.0,16.944845,0.798,0.576,0.591,65.28294
Panama,PAN,2013,0.5145573616027832,North America,18979.0,17.33184,0.799,0.573,0.601,65.37098
Panama,PAN,2014,0.5046523809432983,North America,19855.0,15.518613,0.798,0.573,0.601,65.45312
Panama,PAN,2015,0.5080543160438538,North America,20723.0,11.893836,0.803,0.573,0.601,65.528725
Panama,PAN,2016,0.5040669441223145,North America,21445.125,10.051907,0.81,0.573,0.601,65.59715
Panama,PAN,2017,0.4988425076007843,North America,22331.217,9.222421,0.815,0.546,0.616,65.65777
Panama,PAN,2018,0.4921132326126098,North America,22843.75,9.6212435,0.82,0.509,0.607,65.70993
Panama,PAN,2019,0.4983735978603363,North America,23218.432,11.334922,0.824,0.507,0.607,65.75298
Panama,PAN,2021,0.5085777640342712,North America,21539.07,12.657048,0.819,0.488,0.629,65.80923
Paraguay,PRY,2001,0.5462630987167358,South America,4918.046,25.329197,0.671,0.871,0.325,57.96866
Paraguay,PRY,2002,0.5727429986000061,South America,5571.4272,26.077066,0.679,0.871,0.325,58.30897
Paraguay,PRY,2003,0.5493751168251038,South America,5726.99,24.124947,0.673,0.825,0.383,58.55213
Paraguay,PRY,2004,0.5226007103919983,South America,5876.66,22.438026,0.681,0.81,0.403,58.742138
Paraguay,PRY,2005,0.5138111710548401,South America,5922.791,16.280914,0.683,0.81,0.403,58.894077
Paraguay,PRY,2006,0.5299407839775085,South America,6128.6426,13.478294,0.684,0.81,0.404,59.02023
Paraguay,PRY,2007,0.5304040908813477,South America,6383.4854,14.084288,0.69,0.809,0.43,59.132854
Paraguay,PRY,2008,0.5070464611053467,South America,6713.0303,14.839032,0.7,0.757,0.512,59.244225
Paraguay,PRY,2009,0.4914507865905761,South America,6376.9414,14.476561,0.7,0.757,0.512,59.36661
Paraguay,PRY,2010,0.5098243951797485,South America,7139.027,12.913972,0.709,0.757,0.512,59.51228
Paraguay,PRY,2011,0.5230962634086609,South America,7377.0,11.299093,0.715,0.757,0.512,59.6935
Paraguay,PRY,2012,0.4763356447219848,South America,7232.376,11.005581,0.719,0.804,0.47,59.92129
Paraguay,PRY,2013,0.4793535768985748,South America,7735.565,10.096207,0.73,0.828,0.382,60.23753
Paraguay,PRY,2014,0.5070264339447021,South America,8047.5933,9.522537,0.733,0.825,0.4,60.710197
Paraguay,PRY,2015,0.4760573208332062,South America,8188.404,10.017693,0.737,0.837,0.38,61.330276
Paraguay,PRY,2016,0.4789971709251404,South America,8438.709,10.705497,0.737,0.837,0.379,62.08276
Paraguay,PRY,2017,0.4854749143123626,South America,8741.245,8.534926,0.74,0.832,0.369,62.95264
Paraguay,PRY,2018,0.4595510065555572,South America,8915.669,7.7325425,0.744,0.786,0.415,63.9249
Paraguay,PRY,2019,0.4565063714981079,South America,8776.076,8.503378,0.747,0.791,0.424,64.98453
Paraguay,PRY,2020,0.4348194301128387,South America,8603.079,7.283752,0.742,0.765,0.434,66.11652
Paraguay,PRY,2021,0.4290512204170227,South America,8845.659,7.8543644,0.723,0.766,0.473,67.30586
Paraguay,PRY,2022,0.4459167122840881,South America,8762.771,6.981769,0.747,0.775,0.481,68.639656
Peru,PER,2011,0.4465974271297455,South America,10044.0,5.518002,0.738,0.506,0.752,78.01182
Peru,PER,2012,0.4444001615047455,South America,10605.589,6.659816,0.748,0.518,0.755,78.6488
Peru,PER,2013,0.4388271570205688,South America,11173.4375,6.750974,0.757,0.54,0.731,79.310555
